,Title,Location,Company,Rating,Ownership,Industry,Sector,Salary,Description,min_salary,max_salary,avg_salary,Type_of_ownership,Python,Aws,Excel,Deep_learning,Macine_learning,Bachelors,Masters,Job_type,Job_simp,Seniority_simp,Industry_simp,Sectors_simp
290,V123: Data Scientist,Other,QSSOT Technology,3.3,Company - Private,Research & Development,Business Services,₹243K - ₹712K (Glassdoor Est.),,243,712,477.5,Private,0,0,0,0,0,0,0,Other,Data Scientist,Other,Other,Services
291,Item Data Analyst,Bangalore,Target,4.3,Company - Public,General Merchandise & Superstore,Retail,₹826K (Glassdoor Est.),"Description:

Use your skills, experience and talents to continue building an industry leading Item Center of Excellence. As the Item Data Analyst, youll take the lead for:

Overseeing the prioritization, productivity, process, interaction model, reporting and training of the item data teams. Coach the IDS team on the skills and partnership development needed in managing item setup while providing input to the Item Data Manager on staffing of the Item data specialists. Maintain a focus on both operational and guest facing data improvements to drive enterprise excellence in these areas. Responsible for taking a leadership role in Item COE projects or initiatives.

Key Responsibilities

Process, Project & Data Management
Lead the operational strategy for the team and provide coaching on day to day activities of the team. Become an expert on Item Set Up role and processes.
Establish the operational goals and measurements (i.e. LOS, productivity, data quality) for the team. Create plans and daily routines for the Item Data Specialists to meet the goals and communicate performance expectations.
Generate reporting and analytics of the teams item setup progress for readiness of Items for Order & Launch against the Item CoE goals and measurements.
Drive continuous improvement for operational and data quality excellence aspects of the team. Understand upstream and downstream business unit needs, Time & Action charts and key information needed from the business to drive operational excellence.
Understanding the impact and needs of item data accuracy to the downstream systems impacting Guest experience. Partner with the Data Quality specialist in driving data quality best practices by providing level 2 support in Blitz sessions
Partner with Item Data Manager on Product Data Planning initiatives and team leadership. Work with the Item Data Manager to create a culture that focuses on the guest and enterprise needs.
Identify and lead key improvement projects for Item COE. Utilize knowledge gained on the job to identify key areas of improvement that are needed to drive operational and data quality excellence.
Team & Partner Management
Evaluate opportunities within the total team through reporting, huddles, and walk around/office hours to identify improvement opportunities in skills, process and partner management. Interact with the Data Specialists on a daily basis to provide coaching on prioritization, efficiency and accuracy of their day to day work.
Drive Team adherence to best practices and Standard Operating procedures.
Continuously evolve key partner interaction model to ensure the Item Data Specialists have information needed to efficiently and effectively do their job while enabling timely communication back to key partners. Provide coaching to IDS team on engagement with partners where required to strengthen the business unit and vendor interactions
MINIMUM REQUIREMENTS

Education Expectations: 3 year degree or equivalent

Job Related Experience: A minimum of 4 years experience

Specific Experience:
Data analysis & reporting skills
Demonstrated expertise in an area of Merchandise Planning/Operations, Buying, Digital Operations, Project Management & Content Management
Ability to work with and coordinate cross-functional efforts
Analytical and critical thinking skills
Exceptional communication and organizational skills
Ability to develop effective partnerships
Demonstrated ability to work on multiple projects at the same time, simultaneously managing working team and partner relationships
Champion One Team attitude
DESIRED REQUIREMENTS
Experience with Item attribution, Item tools & systems, master data
Possesses operational and technical aptitude and ability to interface with technical teams
Qualifications:
To apply to this job, click Apply Now",826,826,826.0,Public,0,0,1,1,0,0,1,Internship,Analyst,Other,Other,Manufacturing
292,Principal Data Scientist - Online Gaming Company,Other,Michael Page,3.6,Company - Public,Food & Drink Manufacturing,Manufacturing,₹602K - ₹824K (Glassdoor Est.),,602,824,713.0,Public,0,0,0,0,0,0,0,Other,Data Scientist,Senior,Manufacturing,Manufacturing
293,Data Scientist - Digital Lending,Chennai,Michael Page,3.6,Company - Public,Healthcare Services & Hospital,Health Care,₹590K - ₹821K (Glassdoor Est.),,590,821,705.5,Public,0,0,0,0,0,0,0,Other,Data Scientist,Other,Service,Health Care
294,Scientific Research – Data Scientist – R&D,Bangalore,CareerXperts,3.6,Company - Private,,,₹266K - ₹800K (Glassdoor Est.),"We are looking for self-motivated scientists & engineers to join a supercharged workplace and build a first-generation analytical product. If you are a geek about anything – algorithms, math, machine learning, data wrangling/visualizing, high performance computing, scientific computing & tools, or anything else you can convince us about – we want to talk to you!
Experience
4 - 7 Years of Experience
Qualification
Bachelors or Masters in CS / Electronics from a premier institute with 4-7 years of industry experience
Solid design, excellent programming and debugging skills on a Unix-based OS (Ubuntu, Fedora, OSX) and fluency with a DVCS like Git.
Programming Languages: Python, C++
Deal-clinchers
Any of these – more the better!
Skilled with python packages: scikit-learn, pandas, numpy and scipy
Understanding of common algorithms and their application in solving real-world problems
Strong mathematical background in linear algebra, optimization and descriptive & inferential statistics
Understanding of machine learning concepts like generalization, regularization, linear models, neural network and expertise with using data to build systems based on machine learning techniques
Responsibilities
Individual technical contributor with self-drive to understand problem statements and make design decisions – ‘own’ what you do, make your calls, and defend them
Build a first generation analytical software product – design, code, test (unit & functional) and maintain the software, while proving that your implementations ‘work’
Implement software engineering processes and discipline for fast and reliable development of high-quality software product – make the software ‘elegant’
Work as a team player in a high performance environment that rewards ownership – make your opinion count within the team and the organization
Write to deepa.m@careerxperts.com to get started!
Job Location
Bengaluru",266,800,533.0,Private,1,0,1,0,1,1,1,Other,Data Scientist,Other,Other,Other
295,Senior Data Scientist,Bangalore,MiQ Digital,4.0,Company - Private,Advertising & Marketing,Business Services,₹425K - ₹746K (Glassdoor Est.),"MiQ is the leading marketing intelligence company with technology and people that help businesses win. We are experts at ingesting large amounts of data, modelling data to convert into insights and then actioning these insights through a variety of products and services.
Our People have an endearing and unique quality that sets them apart from the rest and that is why our product inspires. Our People make the difference and our values make the people.
In short, MiQ make data valuable, insightful, and intelligent, which helps clients engage customers, grow sales and generate revenue. MiQ offers its clients products and services across Media (which is their programmatic managed media offering), Analytics (custom engineering and data science solutions for business challenges in digital marketing space) and Technology (technology and analytics capabilities geared for their customers use). We enjoy a 97% client retention rate globally across brands such as Walmart, Barclaycard and Ford.
MiQ was built 9 years ago by Gurman Hundal and Lee Puri, with its original base in London, UK. Remaining a self-funded business, the company has now grown to over 700 employees, with 15 global offices covering 4 continents.
Our business vision is to empower the marketing divisions with the relevant insights so that they can shape the overall business strategy. It is for this reason MiQ has very exciting and realistic growth expectations over the coming years. It’s a great opportunity to work across a global business while becoming a key contributor within a growing, winning organization.
QUICK FACTS
Represent over 450 Client’s Globally
97% Retention Rate of Client’s since Launch
700 Global Employee’s, with a 100% Staff Retention Rate in the first 3 years of the business, currently 93%
Offices in London, Manchester, Hamburg, 10 cities in the US, Toronto, Australia and Bangalore
Award Winning Infrastructure – Recently voted for the ‘Best Use of Data’ as well as ‘Best Trading Team’ in UK and ‘Most Innovative Brand in Mobile’ in North America
Product/DS Focus-
Able to understand the product requirement and able to execute end to end data product pipeline and suggest technical architectural framework
Implementing Code and Logic review of Data Scientists and providing logic documents for their own code to TL
Taking full ownership of multiple features and modules within the product
Org-Wide Collaboration
End to End Collaboration with multiple engineering teams/functions and also collaborating with traders/solutions
Excellent team player and good at collaboration and role model for Data Scientists
Innovation
Active participation in discovery/identification of ML features and research areas coupled with business impact formulating into product features
Assessing Risk and far farsightedness on Product Quality and performance whilst suggesting changes for feature change or improvement
Stakeholder Management
Proactive in Communicating with PM/Stakeholders and solving technical blockers
Working with TL/PA to offer training and presentations to analysts/CS stakeholders and be a key participant in stakeholder meetings
Cost Optimization
Assisting TL and suggesting recommendations on how to optimize at code level and feature level further optimizing processing and storage cost
Far farsightedness of compute and storage cost while reviewing code of Data Scientists
Qualifications & Experience-Bachelors or master’s degree in computer science or Mathematics/Statistics.
Skills -Must Have
Experience in working in Data Science projects for a minimum of 5 years
Strong Experience in applying machine learning, statistical pattern recognition, and data mining algorithms to prediction problems.
Strong Experience with at-least one programming language - e.g. Python,Java,R
Strong experience with advanced SQL and good experience in big data ecosystem especially Pyspark
Strong Experience in delivering data science projects leveraging cloud infrastructure either in AWS or Google Cloud
Extreme attention to detail, ability to meet deadlines and prioritise workload.
Extreme attention to create solutions which are cost efficient with respect to compute and storage
Good track record in mentoring junior data scientists on technical competencies
At MiQ, we don’t just accept the differences of our people, it is what builds us as a community. MiQ is very proud to be an equal opportunity workplace.",425,746,585.5,Private,1,1,1,1,1,1,1,Internship,Data Scientist,Senior,Other,Services
296,Principal Data Scientist Engineer,Bangalore,Oracle,3.8,Company - Private,Advertising & Marketing,Business Services,₹198K - ₹461K (Glassdoor Est.),,198,461,329.5,Private,0,0,0,0,0,0,0,Other,Data Scientist,Senior,Other,Services
297,Senior Data Scientist,Bangalore,EagleView,3.3,Company - Private,IT Service,Information Technology,₹493K - ₹805K (Glassdoor Est.),"Responsibilities:
Contribute across different stages of deep learning model development including data
collection, data cleaning, model development, validation and deployment.
Develop deep learning models for a wide variety of tasks spanning object detection,
segmentation, tracking, synthesise and so on.
Continuously improve the quality and performance of existing deep learning models by
applying latest research in the field.
Contribute in developing models in areas like self-supervised and semi-supervised learning.
Professional Experience: 3-7 years
Educational Background: B.Tech/M.Tech (Optional), B.Sc./M.Sc., Computer Science, Maths,
Statistics or equivalent field
Required Skills:
Prior experience developing deep learning models for computer vision applications. Hands on
experience in areas like image classification, object detection and instance segmentation.
Understanding of deep learning fundamentals including network architectures, training
artefacts, overfitting and regularisation in neural networks, batch normalisation and so on.
Proficiency in python.
Proficiency in numpy and opencv.
Proficient in at least one of the deep learning frameworks e.g. PyTorch, MxNet or Tensorflow.
Familiarity contributing and maintaining code in github.
Understanding of SQL and docker technology is a bonus.",493,805,649.0,Private,1,0,0,1,0,0,0,Internship,Data Scientist,Senior,Service,Information Technology
298,Data Analyst,Other,Sripathi Paper and Boards,3.0,Unknown,Industrial Manufacturing,Manufacturing,₹244K - ₹568K (Glassdoor Est.),"Data Analyst 1 to 5 years work experience. Determination in working in a high data volume environment. Fresh graduate will also be considered. Combination of analytical, technical savviness and business acumen. Good understanding of experimental approaches in Degree or equivalent experience in Computer Science, Data Science, Statistics, Operations Research or any other quantitative discipline preferred. Coimbatore Gather, organize, analyze and input information from proxy reports, news and earnings press releases, corporate descriptions and other relevant stock information Use a variety of data analysis tools to explore our existing data sets to uncover The Data Analyst role is a hands on individual contributor responsible for end-to-end design, development deployment of analytics solutions for assigned projects. We are looking for an energetic Analyst with proven record of developing solutions pertinent to identification, analysis and interpretation of patterns from complex data problems.",244,568,406.0,Other Organization,0,0,0,0,0,0,1,Other,Analyst,Other,Manufacturing,Manufacturing
299,Data Scientist – AI ML Team,Bangalore,CustomerXPs,3.6,Company - Private,Computer Hardware & Software,Information Technology,"₹724K - ₹1,000K (Glassdoor Est.)","Come aboard our growing global team and work for a category leader with a market presence in 15 countries. You will work with some of the leading financial institutions worldwide who rely on our product innovation in helping them shield themselves against the global $4 trillion problem of financial fraud. We create ‘customer-centric predictable enterprises’ and we do this by directing intelligence to the heart of every customer interaction. In real-time.
We are seeking sharp, energetic Data Scientists to help us keep pace with our global expansion. You’ll be core member of a specialist team working on our Artificial Intelligence & Machine Learning stream. You bring your skills, experience and passion and we will give you the springboard for your ambitions.
The Role:
Work as part of Clari5.ai team in defining, prototyping and implementing data science models/algorithms as part of the product.
Take ownership of the data science model end-to-end from data collection to model building to monitoring the model in production.
Along with product managers and domain experts, own the business outcomes/metrics which the data science model/algorithm drives.
Work with the product managers and engineering to define best practices for the team.
Mentor junior colleagues and conduct internal workshops.
Help to make data science and data-driven decision making a part of the organisation’s DNA.

Your Skills:
Must have 3 – 8 years of experience working on model building.
Solid understanding of the mathematics related to data science – probability, statistics, linear algebra etc.
Ability to understand business concerns and formulate them as technical problems that can be solved using data and math / stats / ML.
Experience working as part of a product team, along with engineers and product managers, to define the problem and execute the data science solution.
Must have built 2-3 end to end ML projects in the past.
Knowledge of R or Python is a must.
Strong hands on experience in working with SQL databases.
Experience working with large data sets, coming from varied sources, is a plus
Conceptual understanding of big data technologies (Hadoop / HDFS / Spark) is a plus.
Prior experience in Natural Language Processing, Recommender Systems or Social Network Analysis is a huge plus.

Your Education / Qualification:
Bachelor’s degree or equivalent combination of education and 3 years or more of experience.
Bachelor’s degree in Computer Science, Masters in Mathematics / Statistics preferred.
About Us
Endorsed Category Leader in Financial Crime Risk Management Systems for Enterprise Fraud by Chartis Research, Winner of Best Fraud Detection Product by Risk.net and ranked consistently in Chartis’ RiskTech100 rankings, CustomerXPs redefines real-time, cross-channel banking Enterprise Fraud Management using AI like a central nervous system to fight financial crime. The company’s flagship product Clari5 harnesses the combined power of Automation, AI, Decision Sciences & Real-time Decisions. Clari5 currently processes over 10 billion transactions, manages over 450 million accounts and reliably secures 4% of the global population’s banking transactions. With 200 million accounts at a single site, Clari5 has the world’s largest implementation of a fraud management solution. Tier 1 banking customers across 15 countries who trust Clari5 for driving their fraud management strategy are recipients of global industry acclaim, including Banking Technology’s Best Use of IT in Risk Management/Regulation and Celent’s Model Bank of the Year.",724,1000,862.0,Private,1,0,0,0,1,0,1,Internship,Data Scientist,Other,Software,Information Technology
300,Data Analyst,Pune,Barclays,4.1,Company - Public,Banks & Building Society,Finance,₹831K - ₹884K (Glassdoor Est.),"Job Title:Data Analyst
Location: Pune
The role is part of the USCB Data Platforms – Data analytics team. The role is a data developer expected to work with variety of business stakeholders and tech stakeholders to support data from Adobe Analytics, TeaLeaf Analytics and extensive report generation connecting all the earlier said tools and warehouse datasets
What will you be doing?
Ensure adherence to daily schedule and service level agreements (SLAs).
Develop analyse, and monitor Data analytics systems ( Adobe analytics, TeaLeaf, Customer Jounrey Tubemaps) and Product Dashboards / KPI scorecards.
Prepare MI reports related to Product teams, Digital teams, Operations areas and Customer Journey owners.
Identify process improvement opportunities through innovative techniques of analysis/segmentation.
Manage and monitor quality for own work.
Knowledge and understanding of data analytics and working experience of data analysis tool and technique.
Understanding and Knowledge of database, s/w development methodology and lifecycle.
Working as part of a team, encourage innovation & best practices.
Problem solving with alternative approaches and in consultation with stakeholders
What we’re looking for:
Strong understanding of Software development lifecycle.
Strong understanding of ETL
Should have working knowledge of collecting data from hetrogenious sources, identifying actual nature of data by conducting intial analysis, details analysis to check meaningfull and performing data mining using SQLs and tools, Techniques available.
Designing and maintaining data systems and databases; this includes fixing coding errors and other data-related problems.
Mining data from primary and secondary sources, then reorganizing said data in a format that can be easily read by either human or machine.
Using statistical tools to interpret data sets, paying particular attention to trends and patterns that could be valuable for diagnostic and predictive analytics efforts.
Demonstrating the significance of their work in the context of local, national, and global trends that impact both their organization and industry.
Analytical ability - Must have a clear understanding and experience in performing data analysis
Technical skills - Including competence in the use of SAS, SQL, Excel, Adobe Analytics, Tealeaf and Tableau
Team working - Ability to work with and in cross-functional and virtual teams across locations and able to lead and guide team members.
Communication - Strong communication skills with the ability to think quickly understandable way for both technical and non-technical audiences.
Extensive experience on data analysis
Skills that will help you in the role:
Ability to absorb large quantities of data at speed, making the right decisions quickly with limited data availability
Passionate about data analysis and how this contributes to the business
Working knowledge of banking domain preferably with experience in the use of data analytics techniques
Ability to use a query language such as SAS/SQL to manipulate and analyse large and complex data sources
Background in development and relational databases a plus
Where will you be working?
Pune
Be More at Barclays
At Barclays, each day is about being more – as a professional, and as a person. ‘Be More @ Barclays’ represents our core promise to all current and future employees. It’s the characteristic that we want to be associated with as an employer, and at the heart of every employee experience. We empower our colleagues to Be More Globally Connected, working on international projects that improve the way millions of customers handle their finances. Be More Inspired by working alongside the most talented people in the industry, and delivering imaginative new solutions that are redefining the future of finance. Be More Impactful by having the opportunity to work on cutting-edge projects, and Be More Valued for who you are.
Interested and want to know more about Barclays? Visit home.barclays/who-we-are/ for more details.
Our Values
Everything we do is shaped by the five values of Respect, Integrity, Service, Excellence and Stewardship. Our values inform the foundations of our relationships with customers and clients, but they also shape how we measure and reward the performance of our colleagues. Simply put, success is not just about what you achieve, but about how you achieve it.
Our Diversity
We aim to foster a culture where individuals of all backgrounds feel confident in bringing their whole selves to work, feel included and their talents are nurtured, empowering them to contribute fully to our vision and goals.
Our Benefits
Our customers are unique. The same goes for our colleagues. That's why at Barclays we offer a range of benefits, allowing every colleague to choose the best options for their personal circumstances. These include a competitive salary and pension, health care and all the tools, technology and support to help you become the very best you can be. We are proud of our dynamic working options for colleagues. If you have a need for flexibility, then please discuss this with us.",831,884,857.5,Public,0,0,1,1,0,0,1,Internship,Analyst,Other,Other,Finance
301,7576- Data Analyst,Bangalore,Qualitest,3.1,Company - Private,IT Service,Information Technology,₹471K - ₹720K (Glassdoor Est.),"Qualitest is looking for Data Analysts

Position: Data Analyst

Job Summary: In our pursuit of ensuring Client Success and Satisfaction, we are looking for talented and driven professionals with an eye for detail (preferably with DA/BIA/BA background) to join a fast-paced environment with the RefX Data Analytics team in Bengaluru. The responsibilities will include analysing high-volume of data for identifying patterns effectively, providing data-driven insights and relevant KPI's and Metric among a host of others. Experience: 3~5 years Technical Knowledge : Good in Data Visualization [ Tableau, Power BI, etc ] Conversant with Advanced Excel or, Google Sheets Flexible and willing to adjust responsibilities to align with developing business needs Basic - Intermediate knowledge of SQL Needs to have Excellent Analytical/Logical and Presentation skills Beginner to Intermediate Knowledge of Machine Learning [ using Python / R ] Preferable to have familiarity with G-suite and Google Apps Script Preferable to have automation experience (example: process automation to improve reporting, optimisation etc.) Flexible with work timings based on project needs Soft-Skills : Good reporting skills Demonstrate strong interpersonal and communication skills Demonstrate Excellent/Effective writing and articulation Experience with stakeholder management/client management

Requirements

3 Must Have Skills: Good in Data Visualization [ Tableau, Power BI, etc ] Needs to have Excellent Analytical/Logical and Presentation skills Beginner to Intermediate Knowledge of Machine Learning [ using Python / R ]

Benefits

Why QualiTest?
Opportunity to gain hands on experience by working with Specialists in many different projects and industries.
We have developed one of the best learning and training platforms exclusively for our employees.
Our culture is relaxed, yet driven and focused. We want our employees to love coming to work.
As a global company, we offer unique placement opportunities around the world.
Our QualiTesters are the reason for our success, we constantly encourage career development and promote from within.
Intrigued to find more about us?
Visit our website at www.qualitestgroup.com
For more job openings, check our Career page: http://qa-jobs.qualitestgroup.com/
If you like what you have read, send us your resume and let’s start talking!
To apply to this job, click Apply Now",471,720,595.5,Private,1,0,1,0,1,0,1,Internship,Analyst,Other,Service,Information Technology
302,Applied Scientist I,Bangalore,ADCI - Karnataka,4.3,Company - Public,Internet,Information Technology,"₹897K - ₹1,079K (Glassdoor Est.)","Basic Qualifications:
Very good English skills (including the ability to read and write technical papers in English)
Bachelors (BS/BE) in Computer Science or related field
Publications in top-tier NLP and or ML/DL conferences or journals
Skills with programming language like R, Python and/or Scala or similar scripting language
At least 5+ years of hands-on-experience in predictive modeling and analysis
At least 5+years of algorithmic development experience
At least 2+years of R, Python or equivalent, as well as Java, C++ or equivalent

Amazon is investing heavily in building a world class advertising business and we are responsible for defining and delivering a collection of self-service performance advertising products that drive discovery and sales. Our products are strategically important to our Retail and Marketplace businesses driving long term growth. We deliver billions of ad impressions and millions of clicks daily and are breaking fresh ground to create world-class products. We are highly motivated, collaborative and fun-loving with an entrepreneurial spirit and bias for action. With a broad mandate to experiment and innovate, we are growing at an unprecedented rate with a seemingly endless range of new opportunities.

The Moderation and Relevance System (MARS) team, based in Bangalore, is responsible for ensuring that ads are relevant and is of good quality, leading to higher conversion for the sellers and providing a great experience for the customers. We deal with one of the world’s largest product catalog, handle billions of requests a day with plans to grow it by order of magnitude and use automated systems to validate tens of millions of offers submitted by thousands of merchants in multiple countries and languages. We are looking for a highly motivated, top notch applied scientist to build machine learning models at scale to enforce our policy guidelines. A successful candidate will have demonstrated experience in at least some of the following areas: NLP, Image Recognition and Classification, Video Recognition and Classification, Generative Models, Reinforcement Learning, Active Learning, Weak Supervision

Your areas of responsibility include:

Designing and implementing new features and machine learned models, including the application of state-of-art deep learning to solve ad policy enforcement and creative intelligence, including NLP, deep image and video models, generative models
Perform analysis of data and metrics relevant to ad content generation and policing
Gathering ad policy related requirements from business owners, other tech teams, as well as by analyzing customer feedback and translate them into modeling problems
Integrate and productize ML models with overall engineering infrastructure to be made available at scale
Ad Quality protects the customer experience and is a critical component of our business success. One of the earliest teams to be established in Amazon Bangalore, Ad Quality has both Operations and Development teams in Bangalore supporting multiple ad programs in markets around the world.

sspajobs

Advanced Degree (MS/ME/PhD) in Natural Language Processing, Machine Learning, Statistics or equivalent. Significant peer reviewed scientific contributions in relevant field
5+ years of extensive experience applying theoretical models in an applied environment.
Expertise on a broad set of practical experience of applying techniques, including Deep Learning, statistics, NLP, Recommendation systems and or information retrieval
Strong fundamentals in problem solving, algorithm design and complexity analysis
Expert in more than one more major programming languages (Java, C++ or similar) and at least one scripting language (Python, or similar)
Strong personal interest in learning, researching, and creating new technologies with high commercial impact.
Experience with defining organizational research and development practices in an industry setting.
Great verbal and written communication and presentation skills, ability to convey rigorous mathematical concepts and considerations to non-experts
Proven track record in leading, mentoring and growing teams of scientists (teams of 3 or more scientists)
Amazon is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation.
Start your job application: click Apply Now",897,1079,988.0,Public,1,0,0,1,1,1,1,Other,Other,Other,Internet,Information Technology
303,Data Analyst,Other,Zetwerk,4.7,Company - Private,,,₹381K - ₹657K (Glassdoor Est.),,381,657,519.0,Private,0,0,0,0,0,0,0,Other,Analyst,Other,Other,Other
304,Senior Data Scientist,Bangalore,ADCI - Karnataka,4.3,Company - Public,Internet,Information Technology,₹612K - ₹709K (Glassdoor Est.),"Masters in Mathematics, Computer Science with 6 years of experience in data science or Bachelors in Mathematics, Computer Science with 8 years of experience in data science
Deep knowledge of various machine learning techniques and key parameters that affect their performance
Strong experience in building ML, optimization models and in using Python and SQL.
Strong Analytical skills – has ability to scope out business problems to be solved, start from ambiguous problem statements, identify and access relevant data, make appropriate assumptions, perform insightful analysis and draw conclusion relevant to the business problem
Communication skills – Demonstrated ability to communicate complex technical problems in simple plain stories. Ability to present information professionally & concisely with supporting data.
Ability to work in a fast-paced business environment and demonstrated track record of project delivery for large, cross-functional projects with evolving requirements
Are you passionate about building data-driven solutions to drive the profitability of the business? Are you excited about solving complex real world problems? Do you have proven analytical capabilities, exceptional communication, project management skills, and the ability to multi-task and thrive in a fast-paced environment? Join us a Senior Data Scientist to deliver analytics solutions for Amazon Payment Products.

Amazon Payment Products team creates and manages a global portfolio of products, including co-branded credit cards, instalment financing, third party redemptions, and financial services marketplaces. Within this team, we are looking for a Senior Data Scientist who will be responsible for the following:
Identifying business problems that could be solved using Data Science and scoping it out end to end
Coming up with different approaches to solve business problem and evaluate the trade-off between them
You should be detail-oriented and must have an aptitude for solving unstructured problems. You should work in a self-directed environment, own tasks and drive them to completion.
Demonstrate thorough technical knowledge on feature engineering of massive datasets, effective exploratory data analysis, and model building using industry standard regression and classification ML techniques
Innovate by adapting new modeling techniques and procedures
You should be passionate about working with huge data sets and be someone who loves to bring datasets together to answer business questions. You should have deep expertise in creation and management of datasets
You should have excellent business and communication skills to be able to work with stakeholders like the business teams, engineering teams and partner teams and align them with respect to your focus area
Manage and execute entire project from start to finish including problem solving, data gathering and manipulation, predictive modeling and project management
Previous experience in a ML or data scientist role with a large technology company
Experience in creating powerful data driven visualizations to describe your ML modeling results to stakeholders
Credit or risk management experience
Start your job application: click Apply Now",612,709,660.5,Public,1,0,1,0,1,1,1,Other,Data Scientist,Senior,Internet,Information Technology
305,Data Scientist at HPE Storage,Bangalore,Hewlett Packard Enterprise,4.2,Company - Public,Internet,Information Technology,₹927K (Glassdoor Est.),,927,927,927.0,Public,0,0,0,0,0,0,0,Other,Data Scientist,Other,Internet,Information Technology
306,"Lead Business Analyst, Data Sciences",Bangalore,VMware,4.3,Company - Public,Computer Hardware & Software,Information Technology,"₹839K - ₹1,000K (Glassdoor Est.)","Title: Lead Business Analyst, Data Sciences

Nature of Role: Individual Contributor

Total Indicative Experience: 6-12 Years

Indicative Education: Bachelors or equivalent degree mandatory. Masters or equivalent degree preferred. Degrees in computer science or statistics or mathematics preferred

Roles & Responsibilities:
Data and Technical Delivery
Prepare data for analysis using SQL or domain specific tool (example: Omniture for Digital), visualizing the data and executing to specifications
Be able to specify the specifications for data analysis and review work outputs and suggest improvements
Lead analyst should be able to mentor senior analysts on a work front and guide them towards doing these tasks effectively;
Review outputs of team and drive quality output via reviews
Delivery
Be able to build hands-on develop propensity models (to buy, to sell, to respond), lead nurture, segmentation, cross-sell/up-sell models, forecasting using R, SAS, Python or any other language/Machine learning libraries
Bring in Knowledge of statistical or data science methods to deliver insights desired
Stakeholder Engagement
Grasp requirements on call and deliver to specification; Present to Senior Management & Leadership
Present findings to team leads/managers and also to external stakeholders;
Drive stakeholder engagements by driving complex analytical projects including bottoms-up projects
Project/Program Management to keep stakeholders and team engaged throughout the delivery process
Develop storyboards for executive presentations
Domain Expertise
Expertise in multiple domains - digital analytics OR pricing analytics OR operations analytics OR supply chain analytics OR marketing & sales analytics OR finance analytics
Works with partners in the domain to develop their conceptual understanding of the underlying Systems, Reporting and analytical Model
Chooses appropriate underlying technology to model complex data.
Translates fuzzy problems into a structured & scoped problem
Is able to envision & implement the optimal analytics technique/approach required for the problem
Org building:
Lives the EPIC2 values
Participates in team discussions/meetings/events
Shares knowledge with other team members pro-actively by creating/sharing works in forums
Participates in interviewing candidates; Participates in the hiring process in any capacity: taking interviews/working on question banks/campus hiring
Participates in floor/org level activities
Mentors senior business analysts
Skills:
Expert user of R and/or Python preferably power user of one of the two or ideally both
Excel and Powerpoint skills
Very good written and verbal communication
Shows drive to increase the breadth & depth of tools and system
Knowledge desirable across Greenplum, Usage of various machine learning or statistical libraries
Role reports into the Senior Manager, Data Sciences who reports into the Head of Advanced Analytics and Data Sciences Center of Excellence in Bangalore

Category : Engineering and Technology
Subcategory: Data Science
Experience: Manager and Professional
Full Time/ Part Time: Full Time
Posted Date: 2021-01-13

VMware Company Overview: At VMware, we believe that software has the power to unlock new opportunities for people and our planet. We look beyond the barriers of compromise to engineer new ways to make technologies work together seamlessly. Our cloud, mobility, and security software form a flexible, consistent digital foundation for securely delivering the apps, services and experiences that are transforming business innovation around the globe. At the core of what we do are our people who deeply value execution, passion, integrity, customers, and community. Shape whats possible today at http://careers.vmware.com.

Equal Employment Opportunity Statement: VMware is an Equal Opportunity Employer and Prohibits Discrimination and Harassment of Any Kind: VMware is committed to the principle of equal employment opportunity for all employees and to providing employees with a work environment free of discrimination and harassment. All employment decisions at VMware are based on business needs, job requirements and individual qualifications, without regard to race, color, religion or belief, national, social or ethnic origin, sex (including pregnancy), age, physical, mental or sensory disability, HIV Status, sexual orientation, gender identity and/or expression, marital, civil union or domestic partnership status, past or present military service, family medical history or genetic information, family or parental status, or any other status protected by the laws or regulations in the locations where we operate. VMware will not tolerate discrimination or harassment based on any of these characteristics. VMware encourages applicants of all ages. Vmware will provide reasonable accommodation to employees who have protected disabilities consistent with local law.
Start your job application: click Apply Now",839,1000,919.5,Public,1,1,1,0,1,1,1,Full-time,Data Scientist,Senior,Software,Information Technology
307,Senior Data Scientist,Bangalore,Hewlett Packard Enterprise,4.2,Company - Public,Computer Hardware & Software,Information Technology,₹820K - ₹951K (Glassdoor Est.),,820,951,885.5,Public,0,0,0,0,0,0,0,Other,Data Scientist,Senior,Software,Information Technology
